gene	SigmaFC	p_value	significant	# sgRNAs	# signif. sgRNAs
FITM2	0.0	1.0	False	6	0
FITM1	0.0	1.0	False	6	0
AP1S2	0.0	1.0	False	6	0
AP1S3	0.0	1.0	False	6	0
KAZN	0.0	1.0	False	6	0
PELO	0.0	1.0	False	6	0
POTEJ	0.0	1.0	False	6	0
POTEI	0.0	1.0	False	6	0
POTEH	0.0	1.0	False	6	0
POTEG	0.0	1.0	False	6	0
POTEF	0.0	1.0	False	6	0
POTEE	0.0	1.0	False	6	0
POTED	0.0	1.0	False	6	0
POTEC	0.0	1.0	False	6	0
POTEB	0.0	1.0	False	6	0
C21orf91	0.0	1.0	False	6	0
GPR45	0.0	1.0	False	6	0
ARMCX6	0.0	1.0	False	6	0
ARMCX5	0.0	1.0	False	6	0
ARMCX4	0.0	1.0	False	6	0
ARMCX3	0.0	1.0	False	6	0
ARMCX2	0.0	1.0	False	6	0
ARMCX1	0.0	1.0	False	6	0
FUT7	0.0	1.0	False	6	0
FUT6	0.0	1.0	False	6	0
FUT5	0.0	1.0	False	6	0
FUT4	0.0	1.0	False	6	0
FUT3	0.0	1.0	False	6	0
FUT2	0.0	1.0	False	6	0
FUT1	0.0	1.0	False	6	0
MAGEA9B	0.0	1.0	False	6	0
CGGBP1	0.0	1.0	False	6	0
FUT9	0.0	1.0	False	6	0
FUT8	0.0	1.0	False	6	0
GHR	0.0	1.0	False	6	0
ATP5J2	0.0	1.0	False	6	0
SF1	0.0	1.0	False	6	0
VTCN1	0.0	1.0	False	6	0
DDX39B	0.0	1.0	False	6	0
VPS9D1	0.0	1.0	False	6	0
DDX39A	0.0	1.0	False	6	0
PXT1	0.0	1.0	False	6	0
PLXND1	0.0	1.0	False	6	0
SCD5	0.0	1.0	False	6	0
PEX11A	0.0	1.0	False	6	0
PEX11B	0.0	1.0	False	6	0
APCDD1L	0.0	1.0	False	6	0
PAFAH1B1	0.0	1.0	False	4	0
PAFAH1B3	0.0	1.0	False	6	0
PAFAH1B2	0.0	1.0	False	6	0
GH2	0.0	1.0	False	6	0
C10orf120	0.0	1.0	False	6	0
C10orf129	0.0	1.0	False	6	0
SFN	0.0	1.0	False	6	0
hsa-mir-1243	0.0	1.0	False	4	0
hsa-mir-1247	0.0	1.0	False	4	0
hsa-mir-1246	0.0	1.0	False	4	0
hsa-mir-1249	0.0	1.0	False	4	0
hsa-mir-1248	0.0	1.0	False	4	0
GATAD1	0.0	1.0	False	6	0
STARD10	0.0	1.0	False	6	0
STARD13	0.0	1.0	False	6	0
MT1X	0.0	1.0	False	6	0
hsa-mir-5090	0.0	1.0	False	4	0
hsa-mir-5091	0.0	1.0	False	4	0
hsa-mir-5092	0.0	1.0	False	4	0
hsa-mir-5093	0.0	1.0	False	4	0
hsa-mir-5094	0.0	1.0	False	4	0
hsa-mir-5095	0.0	1.0	False	4	0
hsa-mir-5096	0.0	1.0	False	4	0
MT1M	0.0	1.0	False	6	0
MT1H	0.0	1.0	False	6	0
MT1F	0.0	1.0	False	6	0
MT1G	0.0	1.0	False	6	0
MT1A	0.0	1.0	False	6	0
MT1B	0.0	1.0	False	6	0
BLVRB	0.0	1.0	False	6	0
BLVRA	0.0	1.0	False	6	0
GLTPD2	0.0	1.0	False	6	0
GLTPD1	0.0	1.0	False	6	0
WBP2NL	0.0	1.0	False	6	0
ARHGAP18	0.0	1.0	False	6	0
OR1J4	0.0	1.0	False	6	0
OR1J2	0.0	1.0	False	6	0
OR1J1	0.0	1.0	False	6	0
CERCAM	0.0	1.0	False	6	0
LOC391322	0.0	1.0	False	6	0
hsa-mir-4329	0.0	1.0	False	4	0
hsa-mir-4328	0.0	1.0	False	4	0
hsa-mir-4321	0.0	1.0	False	4	0
hsa-mir-4320	0.0	1.0	False	4	0
hsa-mir-4323	0.0	1.0	False	4	0
hsa-mir-4322	0.0	1.0	False	4	0
hsa-mir-4325	0.0	1.0	False	4	0
hsa-mir-4324	0.0	1.0	False	4	0
hsa-mir-4326	0.0	1.0	False	4	0
hsa-mir-3672	0.0	1.0	False	1	0
hsa-mir-3673	0.0	1.0	False	4	0
hsa-mir-3677	0.0	1.0	False	4	0
hsa-mir-3674	0.0	1.0	False	4	0
hsa-mir-3675	0.0	1.0	False	4	0
GXYLT2	0.0	1.0	False	6	0
CSPP1	0.0	1.0	False	6	0
TBCEL	0.0	1.0	False	6	0
FGD4	0.0	1.0	False	6	0
PUS3	0.0	1.0	False	6	0
F13A1	0.0	1.0	False	6	0
NOP58	0.0	1.0	False	6	0
NOP56	0.0	1.0	False	6	0
ETS2	0.0	1.0	False	6	0
ETS1	0.0	1.0	False	6	0
AQP10	0.0	1.0	False	6	0
AQP11	0.0	1.0	False	6	0
CHRM5	0.0	1.0	False	6	0
CHRM3	0.0	1.0	False	6	0
CHRM2	0.0	1.0	False	6	0
CHRM1	0.0	1.0	False	6	0
MGAT1	0.0	1.0	False	6	0
MGAT2	0.0	1.0	False	6	0
MGAT3	0.0	1.0	False	6	0
MGAT5	0.0	1.0	False	6	0
MMP8	0.0	1.0	False	6	0
MMP9	0.0	1.0	False	6	0
MMP7	0.0	1.0	False	6	0
MMP2	0.0	1.0	False	6	0
MMP3	0.0	1.0	False	6	0
MMP1	0.0	1.0	False	6	0
TRAPPC2L	0.0	1.0	False	6	0
GNPTAB	0.0	1.0	False	6	0
NGDN	0.0	1.0	False	6	0
CBFA2T3	0.0	1.0	False	6	0
CBFA2T2	0.0	1.0	False	6	0
hsa-mir-514a-2	0.0	1.0	False	4	0
hsa-mir-514a-3	0.0	1.0	False	4	0
IRF2BP1	0.0	1.0	False	6	0
C9orf89	0.0	1.0	False	6	0
C9orf84	0.0	1.0	False	6	0
C9orf85	0.0	1.0	False	6	0
IRF2BPL	0.0	1.0	False	6	0
USP38	0.0	1.0	False	6	0
USP39	0.0	1.0	False	6	0
USP30	0.0	1.0	False	6	0
USP31	0.0	1.0	False	6	0
USP32	0.0	1.0	False	6	0
USP33	0.0	1.0	False	6	0
USP34	0.0	1.0	False	6	0
USP35	0.0	1.0	False	6	0
USP37	0.0	1.0	False	6	0
PPFIBP2	0.0	1.0	False	6	0
HPCA	0.0	1.0	False	6	0
HHIPL1	0.0	1.0	False	6	0
HHIPL2	0.0	1.0	False	6	0
KIF26A	0.0	1.0	False	6	0
KIF26B	0.0	1.0	False	6	0
SAAL1	0.0	1.0	False	6	0
UHRF1BP1	0.0	1.0	False	6	0
UBAP2L	0.0	1.0	False	6	0
SUPT7L	0.0	1.0	False	6	0
TNRC18	0.0	1.0	False	6	0
JUN	0.0	1.0	False	6	0
hsa-mir-6759	0.0	1.0	False	4	0
hsa-mir-6752	0.0	1.0	False	4	0
hsa-mir-6753	0.0	1.0	False	4	0
hsa-mir-6750	0.0	1.0	False	4	0
hsa-mir-6751	0.0	1.0	False	4	0
hsa-mir-6756	0.0	1.0	False	4	0
hsa-mir-6757	0.0	1.0	False	4	0
hsa-mir-6754	0.0	1.0	False	4	0
hsa-mir-6755	0.0	1.0	False	4	0
REV1	0.0	1.0	False	6	0
RHBDF1	0.0	1.0	False	6	0
RHBDF2	0.0	1.0	False	6	0
CTNND2	0.0	1.0	False	6	0
CTNND1	0.0	1.0	False	6	0
ZNF534	0.0	1.0	False	6	0
ZNF536	0.0	1.0	False	6	0
OR5AP2	0.0	1.0	False	6	0
ZNF532	0.0	1.0	False	6	0
APEH	0.0	1.0	False	6	0
LCE2C	0.0	1.0	False	6	0
LCE2B	0.0	1.0	False	6	0
LCE2A	0.0	1.0	False	6	0
ATL3	0.0	1.0	False	6	0
ATL2	0.0	1.0	False	6	0
ATL1	0.0	1.0	False	6	0
SLC5A3	0.0	1.0	False	6	0
MOXD1	0.0	1.0	False	6	0
PIN1	0.0	1.0	False	6	0
PIN4	0.0	1.0	False	6	0
SMOX	0.0	1.0	False	6	0
NPAS4	0.0	1.0	False	6	0
NPAS2	0.0	1.0	False	6	0
NPAS1	0.0	1.0	False	6	0
TTC36	0.0	1.0	False	6	0
hsa-mir-1260a	0.0	1.0	False	4	0
hsa-mir-1260b	0.0	1.0	False	4	0
AP4E1	0.0	1.0	False	6	0
TSEN34	0.0	1.0	False	6	0
NCAPH2	0.0	1.0	False	6	0
FAM166A	0.0	1.0	False	6	0
SNRNP48	0.0	1.0	False	6	0
PURB	0.0	1.0	False	6	0
PURA	0.0	1.0	False	6	0
PURG	0.0	1.0	False	6	0
MAN2B2	0.0	1.0	False	6	0
MAN2B1	0.0	1.0	False	6	0
CCDC28A	0.0	1.0	False	6	0
FSTL4	0.0	1.0	False	6	0
FSTL5	0.0	1.0	False	6	0
FSTL3	0.0	1.0	False	6	0
FSTL1	0.0	1.0	False	6	0
hsa-mir-568	0.0	1.0	False	4	0
hsa-mir-569	0.0	1.0	False	4	0
ANXA8L2	0.0	1.0	False	6	0
ANXA8L1	0.0	1.0	False	6	0
C12orf49	0.0	1.0	False	6	0
IGHMBP2	0.0	1.0	False	6	0
TIMM10B	0.0	1.0	False	6	0
C12orf43	0.0	1.0	False	6	0
C12orf42	0.0	1.0	False	6	0
C12orf45	0.0	1.0	False	6	0
C12orf44	0.0	1.0	False	6	0
KCTD15	0.0	1.0	False	6	0
KRTAP10-8	0.0	1.0	False	6	0
GSK3A	0.0	1.0	False	6	0
GSK3B	0.0	1.0	False	6	0
UBD	0.0	1.0	False	6	0
MSTO1	0.0	1.0	False	6	0
UBB	0.0	1.0	False	6	0
UBC	0.0	1.0	False	6	0
KRTAP10-5	0.0	1.0	False	6	0
PATE4	0.0	1.0	False	6	0
PATE3	0.0	1.0	False	6	0
PATE2	0.0	1.0	False	6	0
KRTAP10-3	0.0	1.0	False	6	0
MAP3K7CL	0.0	1.0	False	6	0
AKR1A1	0.0	1.0	False	6	0
hsa-mir-566	0.0	1.0	False	4	0
RNF220	0.0	1.0	False	6	0
RNF222	0.0	1.0	False	6	0
RNF223	0.0	1.0	False	6	0
RNF224	0.0	1.0	False	6	0
CARD11	0.0	1.0	False	6	0
CARD10	0.0	1.0	False	6	0
MED30	0.0	1.0	False	6	0
MED31	0.0	1.0	False	6	0
SEZ6L2	0.0	1.0	False	6	0
HECW1	0.0	1.0	False	6	0
HECW2	0.0	1.0	False	6	0
HRCT1	0.0	1.0	False	6	0
HIST3H2A	0.0	1.0	False	6	0
FGF19	0.0	1.0	False	6	0
FGF18	0.0	1.0	False	6	0
FGF13	0.0	1.0	False	6	0
FGF12	0.0	1.0	False	6	0
FGF11	0.0	1.0	False	6	0
FGF10	0.0	1.0	False	6	0
FGF17	0.0	1.0	False	6	0
FGF14	0.0	1.0	False	6	0
VCAM1	0.0	1.0	False	6	0
GLT6D1	0.0	1.0	False	6	0
hsa-mir-371a	0.0	1.0	False	4	0
OXNAD1	0.0	1.0	False	6	0
SLC25A32	0.0	1.0	False	6	0
hsa-mir-3155b	0.0	1.0	False	4	0
hsa-mir-3155a	0.0	1.0	False	4	0
hsa-mir-4690	0.0	1.0	False	4	0
hsa-mir-4693	0.0	1.0	False	2	0
hsa-mir-4692	0.0	1.0	False	4	0
hsa-mir-4695	0.0	1.0	False	4	0
hsa-mir-4697	0.0	1.0	False	4	0
hsa-mir-4696	0.0	1.0	False	4	0
hsa-mir-4699	0.0	1.0	False	4	0
hsa-mir-4698	0.0	1.0	False	4	0
KCNJ13	0.0	1.0	False	6	0
KCNJ12	0.0	1.0	False	6	0
KCNJ10	0.0	1.0	False	6	0
KCNJ16	0.0	1.0	False	6	0
KCNJ15	0.0	1.0	False	6	0
KCNJ14	0.0	1.0	False	6	0
NonTargetingControlGuideForHuman_0155	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0154	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0157	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0156	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0151	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0150	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0153	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0152	0.0	1.0	False	1	0
TMX1	0.0	1.0	False	6	0
TMX3	0.0	1.0	False	6	0
TMX2	0.0	1.0	False	6	0
DAZAP1	0.0	1.0	False	6	0
DAZAP2	0.0	1.0	False	6	0
OR56B4	0.0	1.0	False	6	0
OR56B1	0.0	1.0	False	6	0
MLC1	0.0	1.0	False	6	0
TLCD2	0.0	1.0	False	6	0
TLCD1	0.0	1.0	False	6	0
CDC42SE2	0.0	1.0	False	6	0
CDC42SE1	0.0	1.0	False	6	0
OR5AK2	0.0	1.0	False	6	0
RERGL	0.0	1.0	False	6	0
APRT	0.0	1.0	False	6	0
C19orf53	0.0	1.0	False	6	0
C19orf52	0.0	1.0	False	6	0
C19orf57	0.0	1.0	False	6	0
C19orf54	0.0	1.0	False	6	0
C19orf59	0.0	1.0	False	6	0
LACTB	0.0	1.0	False	6	0
FAM102B	0.0	1.0	False	6	0
CLPSL1	0.0	1.0	False	6	0
CLPSL2	0.0	1.0	False	6	0
GEMIN7	0.0	1.0	False	6	0
PUM2	0.0	1.0	False	6	0
RAD1	0.0	1.0	False	6	0
MRFAP1L1	0.0	1.0	False	6	0
EQTN	0.0	1.0	False	6	0
ANHX	0.0	1.0	False	6	0
AKTIP	0.0	1.0	False	6	0
hsa-mir-2054	0.0	1.0	False	3	0
ZC3H8	0.0	1.0	False	6	0
ZC3H3	0.0	1.0	False	6	0
COL22A1	0.0	1.0	False	6	0
ZC3H4	0.0	1.0	False	6	0
CYP2J2	0.0	1.0	False	6	0
TNFRSF10C	0.0	1.0	False	6	0
TNFRSF10B	0.0	1.0	False	6	0
XIAP	0.0	1.0	False	6	0
TNFRSF10D	0.0	1.0	False	6	0
CLCA4	0.0	1.0	False	6	0
LOC100130880	0.0	1.0	False	6	0
WFDC10B	0.0	1.0	False	6	0
LARP1B	0.0	1.0	False	6	0
WFDC10A	0.0	1.0	False	6	0
FAM96A	0.0	1.0	False	6	0
FAM96B	0.0	1.0	False	6	0
OR14A16	0.0	1.0	False	6	0
ZNF732	0.0	1.0	False	6	0
ZNF736	0.0	1.0	False	6	0
ZNF737	0.0	1.0	False	6	0
ZNF735	0.0	1.0	False	6	0
MAPRE1	0.0	1.0	False	6	0
RADIL	0.0	1.0	False	6	0
OR11G2	0.0	1.0	False	6	0
NHS	0.0	1.0	False	6	0
APOL6	0.0	1.0	False	6	0
APOL5	0.0	1.0	False	6	0
APOL3	0.0	1.0	False	6	0
APOL2	0.0	1.0	False	6	0
NOS1	0.0	1.0	False	6	0
NOS2	0.0	1.0	False	6	0
NOS3	0.0	1.0	False	6	0
LCP2	0.0	1.0	False	6	0
LCP1	0.0	1.0	False	6	0
ORAOV1	0.0	1.0	False	6	0
GCM1	0.0	1.0	False	6	0
GCM2	0.0	1.0	False	6	0
URGCP	0.0	1.0	False	5	0
SMAGP	0.0	1.0	False	6	0
hsa-mir-3160-2	0.0	1.0	False	4	0
hsa-mir-3160-1	0.0	1.0	False	4	0
VSIG10L	0.0	1.0	False	6	0
XYLT1	0.0	1.0	False	6	0
TESK1	0.0	1.0	False	6	0
TESK2	0.0	1.0	False	6	0
EFCC1	0.0	1.0	False	6	0
ARFIP2	0.0	1.0	False	6	0
LOC284385	0.0	1.0	False	6	0
ITPKA	0.0	1.0	False	6	0
ITPKC	0.0	1.0	False	6	0
ITPKB	0.0	1.0	False	6	0
MGEA5	0.0	1.0	False	6	0
ITPK1	0.0	1.0	False	6	0
HIST3H3	0.0	1.0	False	6	0
COMTD1	0.0	1.0	False	6	0
hsa-mir-4509-3	0.0	1.0	False	4	0
MUT	0.0	1.0	False	6	0
hsa-mir-4509-2	0.0	1.0	False	4	0
CHAD	0.0	1.0	False	6	0
DIEXF	0.0	1.0	False	6	0
CHAT	0.0	1.0	False	6	0
MXD4	0.0	1.0	False	6	0
MXD3	0.0	1.0	False	6	0
MXD1	0.0	1.0	False	6	0
ASL	0.0	1.0	False	6	0
LOC100862671	0.0	1.0	False	6	0
COL5A2	0.0	1.0	False	6	0
COL5A3	0.0	1.0	False	6	0
LAMP5	0.0	1.0	False	6	0
COL5A1	0.0	1.0	False	6	0
LAMP3	0.0	1.0	False	6	0
LAMP2	0.0	1.0	False	6	0
LAMP1	0.0	1.0	False	6	0
NAT16	0.0	1.0	False	6	0
NAT14	0.0	1.0	False	6	0
DUT	0.0	1.0	False	6	0
ALDH2	0.0	1.0	False	6	0
C18orf8	0.0	1.0	False	6	0
UQCR10	0.0	1.0	False	6	0
UQCR11	0.0	1.0	False	6	0
RPRD1A	0.0	1.0	False	6	0
RPRD1B	0.0	1.0	False	6	0
ASAH2	0.0	1.0	False	6	0
ZNF69	0.0	1.0	False	6	0
FAM227B	0.0	1.0	False	6	0
FAM227A	0.0	1.0	False	6	0
MIR205HG	0.0	1.0	False	6	0
KIAA1704	0.0	1.0	False	6	0
CYP2W1	0.0	1.0	False	6	0
PSMC3IP	0.0	1.0	False	6	0
hsa-mir-370	0.0	1.0	False	4	0
hsa-mir-373	0.0	1.0	False	4	0
hsa-mir-375	0.0	1.0	False	4	0
hsa-mir-377	0.0	1.0	False	4	0
ADM5	0.0	1.0	False	6	0
ADM2	0.0	1.0	False	6	0
CETP	0.0	1.0	False	6	0
OCM2	0.0	1.0	False	6	0
MIPOL1	0.0	1.0	False	6	0
DHODH	0.0	1.0	False	6	0
NCAPH	0.0	1.0	False	6	0
NCAPG	0.0	1.0	False	6	0
CIAO1	0.0	1.0	False	6	0
POM121	0.0	1.0	False	6	0
hsa-mir-1289-1	0.0	1.0	False	4	0
hsa-mir-1289-2	0.0	1.0	False	4	0
DNAJC5B	0.0	1.0	False	6	0
TRPM5	0.0	1.0	False	6	0
TRPM6	0.0	1.0	False	6	0
TRPM7	0.0	1.0	False	6	0
TRPM1	0.0	1.0	False	6	0
TRPM2	0.0	1.0	False	6	0
TRPM3	0.0	1.0	False	6	0
SULT1C3	0.0	1.0	False	6	0
SULT1C2	0.0	1.0	False	6	0
DNAJC5G	0.0	1.0	False	6	0
FAN1	0.0	1.0	False	6	0
EPN3	0.0	1.0	False	6	0
EPN2	0.0	1.0	False	6	0
TFDP3	0.0	1.0	False	6	0
TFDP2	0.0	1.0	False	6	0
TFDP1	0.0	1.0	False	6	0
EIF3C	0.0	1.0	False	6	0
EIF3D	0.0	1.0	False	6	0
BCAS4	0.0	1.0	False	6	0
BCAS2	0.0	1.0	False	6	0
BCAS3	0.0	1.0	False	6	0
BCAS1	0.0	1.0	False	6	0
PABPC1L	0.0	1.0	False	6	0
CD81	0.0	1.0	False	6	0
CD80	0.0	1.0	False	6	0
CD83	0.0	1.0	False	6	0
CD82	0.0	1.0	False	6	0
CD84	0.0	1.0	False	6	0
CD86	0.0	1.0	False	6	0
SLC8A2	0.0	1.0	False	6	0
ZBED2	0.0	1.0	False	6	0
ZBED3	0.0	1.0	False	6	0
BNIP3L	0.0	1.0	False	6	0
ZBED6	0.0	1.0	False	6	0
CD8A	0.0	1.0	False	6	0
PORCN	0.0	1.0	False	6	0
GALNT14	0.0	1.0	False	6	0
GALNT15	0.0	1.0	False	6	0
GALNT12	0.0	1.0	False	6	0
GALNT10	0.0	1.0	False	6	0
GALNT11	0.0	1.0	False	6	0
GALNT18	0.0	1.0	False	6	0
HARS2	0.0	1.0	False	6	0
LIMK2	0.0	1.0	False	6	0
CCDC74A	0.0	1.0	False	6	0
LIMK1	0.0	1.0	False	6	0
CXorf49B	0.0	1.0	False	6	0
PPL	0.0	1.0	False	6	0
PPY	0.0	1.0	False	6	0
RFC4	0.0	1.0	False	6	0
FAM213A	0.0	1.0	False	6	0
NME1-NME2	0.0	1.0	False	6	0
AFG3L2	0.0	1.0	False	6	0
C18orf63	0.0	1.0	False	6	0
SPACA5B	0.0	1.0	False	6	0
KIAA0825	0.0	1.0	False	6	0
PTBP3	0.0	1.0	False	6	0
PTBP2	0.0	1.0	False	6	0
hsa-mir-4714	0.0	1.0	False	4	0
hsa-mir-4715	0.0	1.0	False	4	0
FAM19A4	0.0	1.0	False	6	0
hsa-mir-4717	0.0	1.0	False	4	0
hsa-mir-4710	0.0	1.0	False	4	0
FAM19A3	0.0	1.0	False	6	0
hsa-mir-4712	0.0	1.0	False	4	0
FAM19A1	0.0	1.0	False	6	0
hsa-mir-4718	0.0	1.0	False	4	0
hsa-mir-4719	0.0	1.0	False	1	0
CACNA2D3	0.0	1.0	False	6	0
PRAP1	0.0	1.0	False	6	0
CACNA2D4	0.0	1.0	False	6	0
hsa-mir-544b	0.0	1.0	False	4	0
hsa-mir-544a	0.0	1.0	False	4	0
PTGES3L-AARSD1	0.0	1.0	False	6	0
PIK3R6	0.0	1.0	False	6	0
PIK3R5	0.0	1.0	False	6	0
PIK3R4	0.0	1.0	False	6	0
PIK3R3	0.0	1.0	False	6	0
PIK3R2	0.0	1.0	False	6	0
PIK3R1	0.0	1.0	False	6	0
TUBAL3	0.0	1.0	False	6	0
C14orf105	0.0	1.0	False	6	0
SLC51B	0.0	1.0	False	6	0
RTN4RL1	0.0	1.0	False	6	0
RTN4RL2	0.0	1.0	False	6	0
TOMM40L	0.0	1.0	False	6	0
hsa-mir-3153	0.0	1.0	False	4	0
RBKS	0.0	1.0	False	6	0
NonTargetingControlGuideForHuman_0349	0.0	1.0	False	1	0
SNTN	0.0	1.0	False	6	0
NonTargetingControlGuideForHuman_0344	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0345	0.0	1.0	False	1	0
hsa-mir-3159	0.0	1.0	False	4	0
NonTargetingControlGuideForHuman_0340	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0341	0.0	1.0	False	1	0
NCAM2	0.0	1.0	False	6	0
NonTargetingControlGuideForHuman_0343	0.0	1.0	False	1	0
TICAM2	0.0	1.0	False	6	0
USP17L29	0.0	1.0	False	6	0
CGN	0.0	1.0	False	6	0
USP17L22	0.0	1.0	False	6	0
HIATL1	0.0	1.0	False	6	0
USP17L20	0.0	1.0	False	6	0
CGB	0.0	1.0	False	6	0
USP17L26	0.0	1.0	False	6	0
USP17L27	0.0	1.0	False	6	0
USP17L24	0.0	1.0	False	6	0
USP17L25	0.0	1.0	False	6	0
REEP1	0.0	1.0	False	6	0
REEP3	0.0	1.0	False	6	0
REEP2	0.0	1.0	False	6	0
REEP5	0.0	1.0	False	6	0
REEP4	0.0	1.0	False	6	0
CECR1	0.0	1.0	False	6	0
CECR2	0.0	1.0	False	6	0
TSKU	0.0	1.0	False	6	0
SREK1IP1	0.0	1.0	False	6	0
CECR5	0.0	1.0	False	6	0
CECR6	0.0	1.0	False	6	0
ARL6IP5	0.0	1.0	False	6	0
ARL6IP1	0.0	1.0	False	6	0
FEV	0.0	1.0	False	6	0
FER	0.0	1.0	False	6	0
MAPK8IP1	0.0	1.0	False	6	0
MAPK8IP2	0.0	1.0	False	6	0
MAPK8IP3	0.0	1.0	False	6	0
CASC10	0.0	1.0	False	6	0
SLFNL1	0.0	1.0	False	6	0
SEC31B	0.0	1.0	False	6	0
SEC31A	0.0	1.0	False	6	0
UBOX5	0.0	1.0	False	6	0
ANKRD6	0.0	1.0	False	6	0
ANKRD7	0.0	1.0	False	6	0
ANKRD1	0.0	1.0	False	6	0
ANKRD2	0.0	1.0	False	6	0
DISP1	0.0	1.0	False	6	0
DISP2	0.0	1.0	False	6	0
LONP2	0.0	1.0	False	6	0
PDGFA	0.0	1.0	False	6	0
PDGFB	0.0	1.0	False	6	0
PDGFC	0.0	1.0	False	6	0
PDGFD	0.0	1.0	False	6	0
RCC1	0.0	1.0	False	6	0
RCC2	0.0	1.0	False	6	0
HIF3A	0.0	1.0	False	6	0
DUOXA2	0.0	1.0	False	6	0
FHIT	0.0	1.0	False	6	0
TRAM1L1	0.0	1.0	False	6	0
SQLE	0.0	1.0	False	6	0
SPTLC2	0.0	1.0	False	6	0
SPTLC3	0.0	1.0	False	6	0
SPTLC1	0.0	1.0	False	6	0
ABCD1	0.0	1.0	False	6	0
ABCD3	0.0	1.0	False	6	0
ABCD2	0.0	1.0	False	6	0
ABCD4	0.0	1.0	False	6	0
DGAT1	0.0	1.0	False	6	0
GRAP2	0.0	1.0	False	6	0
SOBP	0.0	1.0	False	6	0
DSEL	0.0	1.0	False	6	0
GRAPL	0.0	1.0	False	6	0
COL21A1	0.0	1.0	False	6	0
KCNH4	0.0	1.0	False	6	0
KCNH7	0.0	1.0	False	6	0
KCNH1	0.0	1.0	False	6	0
KCNH3	0.0	1.0	False	6	0
KCNH8	0.0	1.0	False	6	0
GPR180	0.0	1.0	False	6	0
ZNF296	0.0	1.0	False	6	0
ZNF292	0.0	1.0	False	6	0
GPR183	0.0	1.0	False	6	0
NUP133	0.0	1.0	False	6	0
NDUFAF5	0.0	1.0	False	6	0
NDUFAF4	0.0	1.0	False	6	0
NDUFAF7	0.0	1.0	False	6	0
NDUFAF3	0.0	1.0	False	6	0
NDUFAF2	0.0	1.0	False	6	0
OR2H2	0.0	1.0	False	6	0
OR2H1	0.0	1.0	False	6	0
SZT2	0.0	1.0	False	6	0
PRKAR1A	0.0	1.0	False	6	0
PRKAR1B	0.0	1.0	False	6	0
SAR1B	0.0	1.0	False	6	0
NIPSNAP1	0.0	1.0	False	6	0
DCAKD	0.0	1.0	False	6	0
hsa-mir-563	0.0	1.0	False	4	0
CHAF1A	0.0	1.0	False	6	0
CHAF1B	0.0	1.0	False	6	0
BIN1	0.0	1.0	False	6	0
BIN3	0.0	1.0	False	6	0
BIN2	0.0	1.0	False	6	0
TIMM50	0.0	1.0	False	6	0
hsa-mir-944	0.0	1.0	False	3	0
IGDCC3	0.0	1.0	False	6	0
HLA-DMB	0.0	1.0	False	6	0
hsa-mir-943	0.0	1.0	False	4	0
hsa-mir-940	0.0	1.0	False	4	0
HLA-DMA	0.0	1.0	False	6	0
SYTL5	0.0	1.0	False	6	0
SYTL4	0.0	1.0	False	6	0
SYTL3	0.0	1.0	False	6	0
SYTL2	0.0	1.0	False	6	0
OR51Q1	0.0	1.0	False	6	0
OR10G4	0.0	1.0	False	6	0
VOPP1	0.0	1.0	False	6	0
PLEKHH3	0.0	1.0	False	6	0
PLEKHH2	0.0	1.0	False	5	0
PLEKHH1	0.0	1.0	False	6	0
DMRTC1	0.0	1.0	False	6	0
DMRTC2	0.0	1.0	False	6	0
LOC100505478	0.0	1.0	False	6	0
MTRR	0.0	1.0	False	6	0
FOXP2	0.0	1.0	False	6	0
FOXP3	0.0	1.0	False	6	0
IL10RA	0.0	1.0	False	6	0
MSL3	0.0	1.0	False	6	0
MYCN	0.0	1.0	False	6	0
MYCL	0.0	1.0	False	6	0
PARPBP	0.0	1.0	False	6	0
TK2	0.0	1.0	False	6	0
TK1	0.0	1.0	False	6	0
MSLN	0.0	1.0	False	6	0
LRRC3B	0.0	1.0	False	6	0
ECD	0.0	1.0	False	6	0
CIB2	0.0	1.0	False	6	0
NDFIP2	0.0	1.0	False	6	0
NDFIP1	0.0	1.0	False	6	0
CIB1	0.0	1.0	False	6	0
PRIMA1	0.0	1.0	False	6	0
CIB4	0.0	1.0	False	6	0
ARID3A	0.0	1.0	False	6	0
RPS6KL1	0.0	1.0	False	6	0
CELSR3	0.0	1.0	False	6	0
CELSR2	0.0	1.0	False	6	0
LRRC39	0.0	1.0	False	6	0
LRRC30	0.0	1.0	False	6	0
LRRC31	0.0	1.0	False	6	0
LRRC32	0.0	1.0	False	6	0
LRRC34	0.0	1.0	False	6	0
LY6G5C	0.0	1.0	False	6	0
LY6G5B	0.0	1.0	False	6	0
MFN2	0.0	1.0	False	6	0
MFN1	0.0	1.0	False	6	0
FAM117A	0.0	1.0	False	6	0
NonTargetingControlGuideForHuman_0634	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0635	0.0	1.0	False	1	0
