gene	aRRA	aRRA p_value	aRRA FDR	significant	# signif. sgRNAs
NonTargetingControlGuideForHuman_0619	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0616	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0617	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0614	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0615	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0612	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0613	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0610	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0611	1.0	1.00E+00	1.00E+00	False	0
CCDC101	1.0	1.00E+00	1.00E+00	False	0
FAHD2B	1.0	1.00E+00	1.00E+00	False	0
CCDC103	1.0	1.00E+00	1.00E+00	False	0
DROSHA	1.0	1.00E+00	1.00E+00	False	0
CCDC105	1.0	1.00E+00	1.00E+00	False	0
CCDC104	1.0	1.00E+00	1.00E+00	False	0
CCDC107	1.0	1.00E+00	1.00E+00	False	0
CCDC106	1.0	1.00E+00	1.00E+00	False	0
CHRNA4	1.0	1.00E+00	1.00E+00	False	0
CHRNA6	1.0	1.00E+00	1.00E+00	False	0
CHRNA7	1.0	1.00E+00	1.00E+00	False	0
CHRNA1	1.0	1.00E+00	1.00E+00	False	0
CHRNA3	1.0	1.00E+00	1.00E+00	False	0
XBP1	1.0	1.00E+00	1.00E+00	False	0
FSHB	1.0	1.00E+00	1.00E+00	False	0
BCMO1	1.0	1.00E+00	1.00E+00	False	0
AQP12B	1.0	1.00E+00	1.00E+00	False	0
PEF1	1.0	1.00E+00	1.00E+00	False	0
ATPBD4	1.0	1.00E+00	1.00E+00	False	0
C3orf83	1.0	1.00E+00	1.00E+00	False	0
C3orf84	1.0	1.00E+00	1.00E+00	False	0
ARFRP1	1.0	1.00E+00	1.00E+00	False	0
VRTN	1.0	1.00E+00	1.00E+00	False	0
PTPLA	1.0	1.00E+00	1.00E+00	False	0
SIRPG	1.0	1.00E+00	1.00E+00	False	0
PPHLN1	1.0	1.00E+00	1.00E+00	False	0
SIRPD	1.0	1.00E+00	1.00E+00	False	0
SIRPA	1.0	1.00E+00	1.00E+00	False	0
TRAPPC9	1.0	1.00E+00	1.00E+00	False	0
TRAPPC2	1.0	1.00E+00	1.00E+00	False	0
TRAPPC4	1.0	1.00E+00	1.00E+00	False	0
PRPH	1.0	1.00E+00	1.00E+00	False	0
GABRQ	1.0	1.00E+00	1.00E+00	False	0
MTCP1	1.0	1.00E+00	1.00E+00	False	0
PSMG4	1.0	1.00E+00	1.00E+00	False	0
PSMG1	1.0	1.00E+00	1.00E+00	False	0
PSMG2	1.0	1.00E+00	1.00E+00	False	0
PSMG3	1.0	1.00E+00	1.00E+00	False	0
C9orf116	1.0	1.00E+00	1.00E+00	False	0
FOXM1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4528	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4527	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4526	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4525	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4523	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4522	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4521	1.0	1.00E+00	1.00E+00	False	0
GDAP2	1.0	1.00E+00	1.00E+00	False	0
GDAP1	1.0	1.00E+00	1.00E+00	False	0
FAHD1	1.0	1.00E+00	1.00E+00	False	0
PDDC1	1.0	1.00E+00	1.00E+00	False	0
UBTF	1.0	1.00E+00	1.00E+00	False	0
CDCA2	1.0	1.00E+00	1.00E+00	False	0
CDCA7	1.0	1.00E+00	1.00E+00	False	0
CDCA4	1.0	1.00E+00	1.00E+00	False	0
CDCA5	1.0	1.00E+00	1.00E+00	False	0
NDUFA4L2	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-216a	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-216b	1.0	1.00E+00	1.00E+00	False	0
CRB1	1.0	1.00E+00	1.00E+00	False	0
RSF1	1.0	1.00E+00	1.00E+00	False	0
MUC4	1.0	1.00E+00	1.00E+00	False	0
SPRED1	1.0	1.00E+00	1.00E+00	False	0
SPRED2	1.0	1.00E+00	1.00E+00	False	0
SPRED3	1.0	1.00E+00	1.00E+00	False	0
RELN	1.0	1.00E+00	1.00E+00	False	0
RELA	1.0	1.00E+00	1.00E+00	False	0
HDGF	1.0	1.00E+00	1.00E+00	False	0
CRISPLD1	1.0	1.00E+00	1.00E+00	False	0
PTH2R	1.0	1.00E+00	1.00E+00	False	0
UBE2R2	1.0	1.00E+00	1.00E+00	False	0
FAM69B	1.0	1.00E+00	1.00E+00	False	0
FAM69A	1.0	1.00E+00	1.00E+00	False	0
KLK3	1.0	1.00E+00	1.00E+00	False	0
KLK4	1.0	1.00E+00	1.00E+00	False	0
KLK5	1.0	1.00E+00	1.00E+00	False	0
KLK6	1.0	1.00E+00	1.00E+00	False	0
KLK7	1.0	1.00E+00	1.00E+00	False	0
ZNF841	1.0	1.00E+00	1.00E+00	False	0
ZNF843	1.0	1.00E+00	1.00E+00	False	0
RHBDL3	1.0	1.00E+00	1.00E+00	False	0
ZNF846	1.0	1.00E+00	1.00E+00	False	0
TRIM6-TRIM34	1.0	1.00E+00	1.00E+00	False	0
COPS8	1.0	1.00E+00	1.00E+00	False	0
COPS2	1.0	1.00E+00	1.00E+00	False	0
COPS3	1.0	1.00E+00	1.00E+00	False	0
COPS4	1.0	1.00E+00	1.00E+00	False	0
COPS5	1.0	1.00E+00	1.00E+00	False	0
ZNF592	1.0	1.00E+00	1.00E+00	False	0
ZNF593	1.0	1.00E+00	1.00E+00	False	0
ZNF596	1.0	1.00E+00	1.00E+00	False	0
MDGA1	1.0	1.00E+00	1.00E+00	False	0
ZNF594	1.0	1.00E+00	1.00E+00	False	0
ZNF595	1.0	1.00E+00	1.00E+00	False	0
ZNF598	1.0	1.00E+00	1.00E+00	False	0
ZNF599	1.0	1.00E+00	1.00E+00	False	0
FDFT1	1.0	1.00E+00	1.00E+00	False	0
FAM135A	1.0	1.00E+00	1.00E+00	False	0
FAM135B	1.0	1.00E+00	1.00E+00	False	0
IGF2	1.0	1.00E+00	1.00E+00	False	0
IGF1	1.0	1.00E+00	1.00E+00	False	0
DDRGK1	1.0	1.00E+00	1.00E+00	False	0
FBXL20	1.0	1.00E+00	1.00E+00	False	0
FBXL22	1.0	1.00E+00	1.00E+00	False	0
ZNF337	1.0	1.00E+00	1.00E+00	False	0
ZNF335	1.0	1.00E+00	1.00E+00	False	0
TEX19	1.0	1.00E+00	1.00E+00	False	0
ZNF333	1.0	1.00E+00	1.00E+00	False	0
FAM168A	1.0	1.00E+00	1.00E+00	False	0
TEX15	1.0	1.00E+00	1.00E+00	False	0
TEX14	1.0	1.00E+00	1.00E+00	False	0
NSL1	1.0	1.00E+00	1.00E+00	False	0
TEX12	1.0	1.00E+00	1.00E+00	False	0
NOTCH2NL	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4283-1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4283-2	1.0	1.00E+00	1.00E+00	False	0
NTF3	1.0	1.00E+00	1.00E+00	False	0
NTF4	1.0	1.00E+00	1.00E+00	False	0
UGDH	1.0	1.00E+00	1.00E+00	False	0
SNRNP40	1.0	1.00E+00	1.00E+00	False	0
TSEN54	1.0	1.00E+00	1.00E+00	False	0
CXADR	1.0	1.00E+00	1.00E+00	False	0
CYP24A1	1.0	1.00E+00	1.00E+00	False	0
GTF3C2	1.0	1.00E+00	1.00E+00	False	0
ZNF33B	1.0	1.00E+00	1.00E+00	False	0
PATL1	1.0	1.00E+00	1.00E+00	False	0
FAM166B	1.0	1.00E+00	1.00E+00	False	0
MAD2L2	1.0	1.00E+00	1.00E+00	False	0
MAD2L1	1.0	1.00E+00	1.00E+00	False	0
BMPER	1.0	1.00E+00	1.00E+00	False	0
SYNJ2BP-COX16	1.0	1.00E+00	1.00E+00	False	0
LRP2BP	1.0	1.00E+00	1.00E+00	False	0
NPY2R	1.0	1.00E+00	1.00E+00	False	0
CDRT15L2	1.0	1.00E+00	1.00E+00	False	0
DYNLL1	1.0	1.00E+00	1.00E+00	False	0
KHDC1	1.0	1.00E+00	1.00E+00	False	0
GPS1	1.0	1.00E+00	1.00E+00	False	0
GLO1	1.0	1.00E+00	1.00E+00	False	0
CARHSP1	1.0	1.00E+00	1.00E+00	False	0
NPY1R	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4536-2	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4536-1	1.0	1.00E+00	1.00E+00	False	0
TTC16	1.0	1.00E+00	1.00E+00	False	0
TTC13	1.0	1.00E+00	1.00E+00	False	0
TTC12	1.0	1.00E+00	1.00E+00	False	0
TTC19	1.0	1.00E+00	1.00E+00	False	0
TTC18	1.0	1.00E+00	1.00E+00	False	0
EPGN	1.0	1.00E+00	1.00E+00	False	0
SLC31A1	1.0	1.00E+00	1.00E+00	False	0
SLC31A2	1.0	1.00E+00	1.00E+00	False	0
ZFP90	1.0	1.00E+00	1.00E+00	False	0
RICTOR	1.0	1.00E+00	1.00E+00	False	0
EGR2	1.0	1.00E+00	1.00E+00	False	0
EGR3	1.0	1.00E+00	1.00E+00	False	0
EGR4	1.0	1.00E+00	1.00E+00	False	0
DALRD3	1.0	1.00E+00	1.00E+00	False	0
INF2	1.0	1.00E+00	1.00E+00	False	0
PCDHA10	1.0	1.00E+00	1.00E+00	False	0
PCDHA11	1.0	1.00E+00	1.00E+00	False	0
PCDHA12	1.0	1.00E+00	1.00E+00	False	0
PCDHA13	1.0	1.00E+00	1.00E+00	False	0
PROK1	1.0	1.00E+00	1.00E+00	False	0
PROK2	1.0	1.00E+00	1.00E+00	False	0
EPG5	1.0	1.00E+00	1.00E+00	False	0
MLIP	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1307	1.0	1.00E+00	1.00E+00	False	0
CHCHD10	1.0	1.00E+00	1.00E+00	False	0
CNTD1	1.0	1.00E+00	1.00E+00	False	0
CNTD2	1.0	1.00E+00	1.00E+00	False	0
HPDL	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1303	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-3926-1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-3926-2	1.0	1.00E+00	1.00E+00	False	0
FBXO45	1.0	1.00E+00	1.00E+00	False	0
FBXO44	1.0	1.00E+00	1.00E+00	False	0
FBXO46	1.0	1.00E+00	1.00E+00	False	0
FBXO41	1.0	1.00E+00	1.00E+00	False	0
FBXO40	1.0	1.00E+00	1.00E+00	False	0
FBXO43	1.0	1.00E+00	1.00E+00	False	0
FBXO42	1.0	1.00E+00	1.00E+00	False	0
SFRP2	1.0	1.00E+00	1.00E+00	False	0
SFRP1	1.0	1.00E+00	1.00E+00	False	0
ITGB3BP	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0139	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0138	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0137	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0136	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0135	1.0	1.00E+00	1.00E+00	False	0
KIAA1217	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-548a-3	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0132	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0131	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0130	1.0	1.00E+00	1.00E+00	False	0
LACRT	1.0	1.00E+00	1.00E+00	False	0
C22orf28	1.0	1.00E+00	1.00E+00	False	0
UNCX	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-193a	1.0	1.00E+00	1.00E+00	False	0
AADAT	1.0	1.00E+00	1.00E+00	False	0
C19orf35	1.0	1.00E+00	1.00E+00	False	0
AADAC	1.0	1.00E+00	1.00E+00	False	0
C19orf33	1.0	1.00E+00	1.00E+00	False	0
C19orf38	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0793	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0792	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0791	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0790	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0797	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0796	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0795	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0794	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0799	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0798	1.0	1.00E+00	1.00E+00	False	0
COL6A1	1.0	1.00E+00	1.00E+00	False	0
WBP2	1.0	1.00E+00	1.00E+00	False	0
WBP1	1.0	1.00E+00	1.00E+00	False	0
COL6A2	1.0	1.00E+00	1.00E+00	False	0
COL6A5	1.0	1.00E+00	1.00E+00	False	0
WBP5	1.0	1.00E+00	1.00E+00	False	0
KLK12	1.0	1.00E+00	1.00E+00	False	0
KLK13	1.0	1.00E+00	1.00E+00	False	0
KLK10	1.0	1.00E+00	1.00E+00	False	0
KLK14	1.0	1.00E+00	1.00E+00	False	0
KLK15	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0869	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0868	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0861	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0860	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0863	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0862	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0865	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0864	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0867	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0866	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-24-1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-24-2	1.0	1.00E+00	1.00E+00	False	0
PCM1	1.0	1.00E+00	1.00E+00	False	0
TGFB1I1	1.0	1.00E+00	1.00E+00	False	0
MRPL10	1.0	1.00E+00	1.00E+00	False	0
MRPL12	1.0	1.00E+00	1.00E+00	False	0
MRPL14	1.0	1.00E+00	1.00E+00	False	0
MRPL15	1.0	1.00E+00	1.00E+00	False	0
MRPL16	1.0	1.00E+00	1.00E+00	False	0
MRPL17	1.0	1.00E+00	1.00E+00	False	0
MRPL18	1.0	1.00E+00	1.00E+00	False	0
PLA1A	1.0	1.00E+00	1.00E+00	False	0
ANKRD20A2	1.0	1.00E+00	1.00E+00	False	0
ANKRD20A3	1.0	1.00E+00	1.00E+00	False	0
ANKRD20A1	1.0	1.00E+00	1.00E+00	False	0
ANKRD20A4	1.0	1.00E+00	1.00E+00	False	0
SNCB	1.0	1.00E+00	1.00E+00	False	0
RNF128	1.0	1.00E+00	1.00E+00	False	0
RNF123	1.0	1.00E+00	1.00E+00	False	0
RNF122	1.0	1.00E+00	1.00E+00	False	0
RNF121	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6821	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6822	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6824	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6825	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6826	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6827	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6828	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6829	1.0	1.00E+00	1.00E+00	False	0
GPN3	1.0	1.00E+00	1.00E+00	False	0
NBN	1.0	1.00E+00	1.00E+00	False	0
GPN1	1.0	1.00E+00	1.00E+00	False	0
DNPEP	1.0	1.00E+00	1.00E+00	False	0
RAB40AL	1.0	1.00E+00	1.00E+00	False	0
SIAH1	1.0	1.00E+00	1.00E+00	False	0
SIAH2	1.0	1.00E+00	1.00E+00	False	0
SIAH3	1.0	1.00E+00	1.00E+00	False	0
NSA2	1.0	1.00E+00	1.00E+00	False	0
PDZRN4	1.0	1.00E+00	1.00E+00	False	0
PHLPP1	1.0	1.00E+00	1.00E+00	False	0
PDZRN3	1.0	1.00E+00	1.00E+00	False	0
EMILIN3	1.0	1.00E+00	1.00E+00	False	0
EMILIN1	1.0	1.00E+00	1.00E+00	False	0
DDX24	1.0	1.00E+00	1.00E+00	False	0
P2RX3	1.0	1.00E+00	1.00E+00	False	0
P2RX2	1.0	1.00E+00	1.00E+00	False	0
P2RX7	1.0	1.00E+00	1.00E+00	False	0
P2RX6	1.0	1.00E+00	1.00E+00	False	0
POLN	1.0	1.00E+00	1.00E+00	False	0
RMDN3	1.0	1.00E+00	1.00E+00	False	0
RMDN1	1.0	1.00E+00	1.00E+00	False	0
DENND1C	1.0	1.00E+00	1.00E+00	False	0
DIS3	1.0	1.00E+00	1.00E+00	False	0
BAP1	1.0	1.00E+00	1.00E+00	False	0
SHARPIN	1.0	1.00E+00	1.00E+00	False	0
ERRFI1	1.0	1.00E+00	1.00E+00	False	0
ZCCHC11	1.0	1.00E+00	1.00E+00	False	0
ZCCHC10	1.0	1.00E+00	1.00E+00	False	0
ZCCHC17	1.0	1.00E+00	1.00E+00	False	0
ZCCHC16	1.0	1.00E+00	1.00E+00	False	0
CDRT1	1.0	1.00E+00	1.00E+00	False	0
GUCY1A3	1.0	1.00E+00	1.00E+00	False	0
SLC45A1	1.0	1.00E+00	1.00E+00	False	0
PTGR1	1.0	1.00E+00	1.00E+00	False	0
PTGR2	1.0	1.00E+00	1.00E+00	False	0
SLC45A2	1.0	1.00E+00	1.00E+00	False	0
MTUS2	1.0	1.00E+00	1.00E+00	False	0
IFRD1	1.0	1.00E+00	1.00E+00	False	0
CEP112	1.0	1.00E+00	1.00E+00	False	0
ALS2CL	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-151b	1.0	1.00E+00	1.00E+00	False	0
IMPAD1	1.0	1.00E+00	1.00E+00	False	0
FZD10	1.0	1.00E+00	1.00E+00	False	0
FGL2	1.0	1.00E+00	1.00E+00	False	0
CHKA	1.0	1.00E+00	1.00E+00	False	0
BMS1	1.0	1.00E+00	1.00E+00	False	0
MAPK1IP1L	1.0	1.00E+00	1.00E+00	False	0
DST	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-3914-2	1.0	1.00E+00	1.00E+00	False	0
DSP	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-3914-1	1.0	1.00E+00	1.00E+00	False	0
DSE	1.0	1.00E+00	1.00E+00	False	0
PDAP1	1.0	1.00E+00	1.00E+00	False	0
CENPBD1	1.0	1.00E+00	1.00E+00	False	0
SLC22A20	1.0	1.00E+00	1.00E+00	False	0
SLC22A25	1.0	1.00E+00	1.00E+00	False	0
SLC22A24	1.0	1.00E+00	1.00E+00	False	0
ZNF83	1.0	1.00E+00	1.00E+00	False	0
ZNF80	1.0	1.00E+00	1.00E+00	False	0
ZNF84	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-605	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-604	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-607	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-606	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-601	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-600	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-603	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-602	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-609	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-608	1.0	1.00E+00	1.00E+00	False	0
CAPZA3	1.0	1.00E+00	1.00E+00	False	0
CAPZA2	1.0	1.00E+00	1.00E+00	False	0
CAPZA1	1.0	1.00E+00	1.00E+00	False	0
SCARF1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6125	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6124	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6127	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6126	1.0	1.00E+00	1.00E+00	False	0
TRPC4AP	1.0	1.00E+00	1.00E+00	False	0
C10orf88	1.0	1.00E+00	1.00E+00	False	0
DOCK2	1.0	1.00E+00	1.00E+00	False	0
CCDC73	1.0	1.00E+00	1.00E+00	False	0
HLA-A	1.0	1.00E+00	1.00E+00	False	0
DOCK3	1.0	1.00E+00	1.00E+00	False	0
CERK	1.0	1.00E+00	1.00E+00	False	0
RGCC	1.0	1.00E+00	1.00E+00	False	0
LIN7C	1.0	1.00E+00	1.00E+00	False	0
LIN7B	1.0	1.00E+00	1.00E+00	False	0
IMMP2L	1.0	1.00E+00	1.00E+00	False	0
HNRPLL	1.0	1.00E+00	1.00E+00	False	0
NFATC2	1.0	1.00E+00	1.00E+00	False	0
RPL37A	1.0	1.00E+00	1.00E+00	False	0
TNFAIP8L3	1.0	1.00E+00	1.00E+00	False	0
TNFAIP8L2	1.0	1.00E+00	1.00E+00	False	0
GFER	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-182	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-186	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-184	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-185	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-188	1.0	1.00E+00	1.00E+00	False	0
PPP1R14B	1.0	1.00E+00	1.00E+00	False	0
PPP1R14C	1.0	1.00E+00	1.00E+00	False	0
SSC5D	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-548ar	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-18b	1.0	1.00E+00	1.00E+00	False	0
SRRT	1.0	1.00E+00	1.00E+00	False	0
PCDH12	1.0	1.00E+00	1.00E+00	False	0
PCDH17	1.0	1.00E+00	1.00E+00	False	0
ALKBH8	1.0	1.00E+00	1.00E+00	False	0
ALKBH6	1.0	1.00E+00	1.00E+00	False	0
VPS52	1.0	1.00E+00	1.00E+00	False	0
ALKBH5	1.0	1.00E+00	1.00E+00	False	0
ALKBH2	1.0	1.00E+00	1.00E+00	False	0
ALKBH3	1.0	1.00E+00	1.00E+00	False	0
ALKBH1	1.0	1.00E+00	1.00E+00	False	0
SHOX_Y	1.0	1.00E+00	1.00E+00	False	0
SHOX_X	1.0	1.00E+00	1.00E+00	False	0
KISS1	1.0	1.00E+00	1.00E+00	False	0
SNW1	1.0	1.00E+00	1.00E+00	False	0
LOC643669	1.0	1.00E+00	1.00E+00	False	0
COL17A1	1.0	1.00E+00	1.00E+00	False	0
FAM219A	1.0	1.00E+00	1.00E+00	False	0
TIMM8B	1.0	1.00E+00	1.00E+00	False	0
DHH	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0761	1.0	1.00E+00	1.00E+00	False	0
CDK20	1.0	1.00E+00	1.00E+00	False	0
ALPPL2	1.0	1.00E+00	1.00E+00	False	0
NRIP1	1.0	1.00E+00	1.00E+00	False	0
NRIP2	1.0	1.00E+00	1.00E+00	False	0
VTI1B	1.0	1.00E+00	1.00E+00	False	0
CHSY1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-320e	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-320a	1.0	1.00E+00	1.00E+00	False	0
OCIAD1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4774	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4772	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4770	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4778	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4779	1.0	1.00E+00	1.00E+00	False	0
TRMU	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-3201	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-3200	1.0	1.00E+00	1.00E+00	False	0
SH3GLB1	1.0	1.00E+00	1.00E+00	False	0
CHERP	1.0	1.00E+00	1.00E+00	False	0
CHI3L2	1.0	1.00E+00	1.00E+00	False	0
HELQ	1.0	1.00E+00	1.00E+00	False	0
RCBTB1	1.0	1.00E+00	1.00E+00	False	0
MYADM	1.0	1.00E+00	1.00E+00	False	0
RBAK	1.0	1.00E+00	1.00E+00	False	0
INTS8	1.0	1.00E+00	1.00E+00	False	0
TEKT3	1.0	1.00E+00	1.00E+00	False	0
TEKT2	1.0	1.00E+00	1.00E+00	False	0
TEKT4	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-548aa-2	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-548aa-1	1.0	1.00E+00	1.00E+00	False	0
CLUH	1.0	1.00E+00	1.00E+00	False	0
SAFB2	1.0	1.00E+00	1.00E+00	False	0
SEC14L3	1.0	1.00E+00	1.00E+00	False	0
SEC14L2	1.0	1.00E+00	1.00E+00	False	0
SEC14L1	1.0	1.00E+00	1.00E+00	False	0
SEC14L6	1.0	1.00E+00	1.00E+00	False	0
SEC14L5	1.0	1.00E+00	1.00E+00	False	0
SEC14L4	1.0	1.00E+00	1.00E+00	False	0
UPF2	1.0	1.00E+00	1.00E+00	False	0
IL1A	1.0	1.00E+00	1.00E+00	False	0
KRT6B	1.0	1.00E+00	1.00E+00	False	0
KRT6A	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4520a	1.0	1.00E+00	1.00E+00	False	0
COMT	1.0	1.00E+00	1.00E+00	False	0
ZNF254	1.0	1.00E+00	1.00E+00	False	0
ZNF257	1.0	1.00E+00	1.00E+00	False	0
C2orf53	1.0	1.00E+00	1.00E+00	False	0
ZNF154	1.0	1.00E+00	1.00E+00	False	0
ZNF256	1.0	1.00E+00	1.00E+00	False	0
C2orf50	1.0	1.00E+00	1.00E+00	False	0
IL18	1.0	1.00E+00	1.00E+00	False	0
IL19	1.0	1.00E+00	1.00E+00	False	0
IL13	1.0	1.00E+00	1.00E+00	False	0
IL15	1.0	1.00E+00	1.00E+00	False	0
IL16	1.0	1.00E+00	1.00E+00	False	0
EFHD1	1.0	1.00E+00	1.00E+00	False	0
PINX1	1.0	1.00E+00	1.00E+00	False	0
GNAZ	1.0	1.00E+00	1.00E+00	False	0
AEBP2	1.0	1.00E+00	1.00E+00	False	0
ZDHHC20	1.0	1.00E+00	1.00E+00	False	0
ZDHHC22	1.0	1.00E+00	1.00E+00	False	0
ZDHHC23	1.0	1.00E+00	1.00E+00	False	0
BPY2B	1.0	1.00E+00	1.00E+00	False	0
BPY2C	1.0	1.00E+00	1.00E+00	False	0
ISL1	1.0	1.00E+00	1.00E+00	False	0
ISL2	1.0	1.00E+00	1.00E+00	False	0
MROH9	1.0	1.00E+00	1.00E+00	False	0
MROH8	1.0	1.00E+00	1.00E+00	False	0
MS4A7	1.0	1.00E+00	1.00E+00	False	0
MROH7	1.0	1.00E+00	1.00E+00	False	0
MROH6	1.0	1.00E+00	1.00E+00	False	0
MROH1	1.0	1.00E+00	1.00E+00	False	0
MS4A1	1.0	1.00E+00	1.00E+00	False	0
